codigo;uf;ex;nacionalfe;importados;estadual;municipal
84659110;SP;;4.20;13.57;8.80;0.00
84659120;SP;;4.20;13.57;8.80;0.00
84659190;SP;;4.20;13.57;8.80;0.00
84659211;SP;;4.20;13.57;8.80;0.00
84659219;SP;;4.20;13.57;8.80;0.00
84659290;SP;;4.20;13.57;8.80;0.00
84659310;SP;;4.20;13.57;8.80;0.00
84659390;SP;;4.20;13.57;8.80;0.00
84659400;SP;;4.20;13.57;8.80;0.00
84659511;SP;;4.20;13.57;8.80;0.00
84659512;SP;;4.20;13.57;8.80;0.00
84659591;SP;;4.20;13.57;8.80;0.00
84659592;SP;;4.20;13.57;8.80;0.00
84659600;SP;;4.20;13.57;8.80;0.00
84659900;SP;;4.20;13.57;12.00;0.00
84661000;SP;;4.20;13.57;12.00;0.00
84662010;SP;;4.20;13.57;8.80;0.00
84662090;SP;;4.20;13.57;18.00;0.00
84663000;SP;;4.20;13.57;8.80;0.00
84669100;SP;;4.20;13.57;8.80;0.00
84669200;SP;;4.20;13.57;8.80;0.00
84669311;SP;;7.06;9.06;18.00;0.00
84669319;SP;;4.20;13.57;8.80;0.00
84669320;SP;;4.20;13.57;8.80;0.00
84669330;SP;;4.20;13.57;8.80;0.00
84669340;SP;;4.20;13.57;8.80;0.00
84669350;SP;;4.20;13.57;8.80;0.00
84669360;SP;;4.20;13.57;8.80;0.00
84669410;SP;;4.20;13.57;8.80;0.00
84669420;SP;;4.20;13.57;8.80;0.00
84669430;SP;;4.20;13.57;8.80;0.00
84669490;SP;;4.20;13.57;8.80;0.00
84671110;SP;;6.63;14.89;8.80;0.00
84671190;SP;;6.63;14.89;8.80;0.00
84671900;SP;;6.63;14.89;8.80;0.00
84672100;SP;;7.98;18.48;18.00;0.00
84672200;SP;;7.98;18.48;18.00;0.00
84672910;SP;;7.98;18.48;8.80;0.00
84672991;SP;;7.98;18.48;8.80;0.00
84672992;SP;;7.98;18.48;8.80;0.00
84672993;SP;;7.98;16.24;8.80;0.00
84672999;SP;;7.98;18.48;8.80;0.00
84678100;SP;;7.98;14.62;12.00;0.00
84678900;SP;;7.98;16.24;8.80;0.00
84679100;SP;;7.98;16.24;18.00;0.00
84679200;SP;;7.98;16.24;18.00;0.00
84679900;SP;;7.98;16.24;18.00;0.00
84681000;SP;;7.06;17.34;8.80;0.00
84682000;SP;;4.20;13.57;8.80;0.00
84688010;SP;;4.20;6.20;8.80;0.00
84688090;SP;;4.20;13.57;8.80;0.00
84689010;SP;;7.06;17.34;18.00;0.00
84689020;SP;;7.06;9.06;18.00;0.00
84689090;SP;;7.06;16.43;18.00;0.00
84690010;SP;;14.20;23.57;18.00;0.00
84690021;SP;;14.20;26.20;18.00;0.00
84690029;SP;;14.20;26.20;18.00;0.00
84690031;SP;;14.20;16.20;18.00;0.00
84690039;SP;;14.20;26.20;18.00;0.00
84690039;SP;01;4.20;16.20;18.00;0.00
84701000;SP;;12.03;24.03;18.00;0.00
84701000;SP;01;4.20;16.20;18.00;0.00
84702100;SP;;12.03;24.03;12.00;0.00
84702900;SP;;12.03;24.03;12.00;0.00
84703000;SP;;12.03;24.03;18.00;0.00
84705011;SP;;12.03;22.31;12.00;0.00
84705019;SP;;12.03;22.31;12.00;0.00
84705090;SP;;12.03;21.40;18.00;0.00
84709010;SP;;12.03;14.03;18.00;0.00
84709090;SP;;12.03;21.40;18.00;0.00
84713011;SP;;12.03;14.03;12.00;0.00
84713012;SP;;12.03;22.31;12.00;0.00
84713019;SP;;12.03;22.31;12.00;0.00
84713090;SP;;12.03;22.31;12.00;0.00
84714110;SP;;12.03;20.46;12.00;0.00
84714190;SP;;12.03;22.31;12.00;0.00
84714900;SP;;12.03;22.31;12.00;0.00
84715010;SP;;12.03;22.31;12.00;0.00
84715020;SP;;12.03;20.46;12.00;0.00
84715030;SP;;12.03;18.47;12.00;0.00
84715040;SP;;12.03;16.34;12.00;0.00
84715090;SP;;12.03;22.31;12.00;0.00
84716052;SP;;12.03;20.46;12.00;0.00
84716052;SP;01;4.20;12.63;12.00;0.00
84716053;SP;;12.03;20.46;12.00;0.00
84716053;SP;01;4.20;12.63;12.00;0.00
84716053;SP;02;4.20;12.63;12.00;0.00
84716054;SP;;12.03;20.46;12.00;0.00
84716059;SP;;12.03;20.46;12.00;0.00
84716061;SP;;12.03;22.31;12.00;0.00
84716062;SP;;12.03;22.31;12.00;0.00
84716080;SP;;12.03;22.31;12.00;0.00
84716090;SP;;17.24;33.03;12.00;0.00
84716090;SP;01;4.20;19.99;12.00;0.00
84717011;SP;;7.20;9.20;12.00;0.00
84717012;SP;;7.20;11.64;12.00;0.00
84717019;SP;;8.50;12.94;12.00;0.00
84717021;SP;;7.20;9.20;12.00;0.00
84717029;SP;;7.20;9.20;12.00;0.00
84717032;SP;;8.50;10.50;12.00;0.00
84717033;SP;;8.50;10.50;12.00;0.00
84717039;SP;;8.50;14.04;12.00;0.00
84717090;SP;;8.50;14.04;12.00;0.00
84718000;SP;;12.03;22.31;12.00;0.00
84719011;SP;;10.46;17.60;12.00;0.00
84719012;SP;;10.46;17.60;12.00;0.00
84719013;SP;;10.46;17.60;12.00;0.00
84719014;SP;;10.46;12.46;12.00;0.00
84719014;SP;01;4.20;6.20;12.00;0.00
84719019;SP;;10.46;17.60;12.00;0.00
84719090;SP;;10.46;19.08;12.00;0.00
84721000;SP;;14.20;23.57;18.00;0.00
84721000;SP;01;4.20;13.57;18.00;0.00
84723010;SP;;14.20;16.20;18.00;0.00
84723020;SP;;14.20;16.20;18.00;0.00
84723030;SP;;14.20;16.20;18.00;0.00
84723090;SP;;14.20;16.20;12.00;0.00
84729010;SP;;12.03;22.31;12.00;0.00
84729021;SP;;12.03;22.31;12.00;0.00
84729029;SP;;12.03;22.31;12.00;0.00
84729030;SP;;14.20;23.57;12.00;0.00
84729040;SP;;14.20;25.35;18.00;0.00
84729051;SP;;12.03;14.03;12.00;0.00
84729059;SP;;12.03;20.46;12.00;0.00
84729091;SP;;14.20;16.20;12.00;0.00
84729099;SP;;14.20;23.57;12.00;0.00
84731010;SP;;14.20;23.57;12.00;0.00
84731090;SP;;14.20;24.48;12.00;0.00
84732100;SP;;5.38;15.66;12.00;0.00
84732910;SP;;12.03;20.46;12.00;0.00
84732920;SP;;14.20;24.48;12.00;0.00
84732990;SP;;12.03;18.47;12.00;0.00
84733011;SP;;9.65;18.08;12.00;0.00
84733019;SP;;9.65;17.10;12.00;0.00
84733031;SP;;9.65;11.65;12.00;0.00
84733032;SP;;5.38;7.38;12.00;0.00
84733033;SP;;5.38;7.38;12.00;0.00
84733034;SP;;9.65;11.65;12.00;0.00
84733039;SP;;9.65;11.65;12.00;0.00
84733041;SP;;12.03;20.46;12.00;0.00
84733042;SP;;12.03;20.46;12.00;0.00
84733043;SP;;5.38;7.38;12.00;0.00
84733049;SP;;12.03;20.46;12.00;0.00
84733092;SP;;5.38;7.38;12.00;0.00
84733099;SP;;9.65;16.09;12.00;0.00
84734010;SP;;12.03;20.46;12.00;0.00
84734070;SP;;9.65;19.02;12.00;0.00
84734090;SP;;9.65;16.09;12.00;0.00
84735010;SP;;12.03;20.46;12.00;0.00
84735040;SP;;7.06;9.06;12.00;0.00
84735050;SP;;12.03;20.46;12.00;0.00
84735090;SP;;9.65;19.93;12.00;0.00
84741000;SP;;4.20;13.57;8.80;0.00
84742010;SP;;4.20;13.57;8.80;0.00
84742090;SP;;4.20;13.57;8.80;0.00
84743100;SP;;4.20;13.57;8.80;0.00
84743200;SP;;4.20;13.57;8.80;0.00
84743900;SP;;4.20;13.57;8.80;0.00
84748010;SP;;4.20;13.57;8.80;0.00
84748090;SP;;4.20;13.57;8.80;0.00
84749000;SP;;4.20;13.57;18.00;0.00
84751000;SP;;4.20;6.20;8.80;0.00
84752100;SP;;4.20;13.57;8.80;0.00
84752910;SP;;4.20;13.57;8.80;0.00
84752990;SP;;4.20;13.57;8.80;0.00
84759000;SP;;7.06;16.43;18.00;0.00
84762100;SP;;13.35;22.72;18.00;0.00
84762900;SP;;13.35;22.72;18.00;0.00
84768100;SP;;13.35;22.72;18.00;0.00
84768910;SP;;13.35;15.35;18.00;0.00
84768990;SP;;13.35;22.72;18.00;0.00
84769000;SP;;13.35;22.72;18.00;0.00
84771011;SP;;4.20;13.57;8.80;0.00
84771019;SP;;4.20;13.57;8.80;0.00
84771021;SP;;4.20;13.57;8.80;0.00
84771029;SP;;4.20;13.57;8.80;0.00
84771091;SP;;4.20;13.57;8.80;0.00
84771099;SP;;4.20;13.57;8.80;0.00
84772010;SP;;4.20;13.57;8.80;0.00
84772090;SP;;4.20;13.57;8.80;0.00
84773010;SP;;4.20;13.57;8.80;0.00
84773090;SP;;4.20;13.57;8.80;0.00
84774010;SP;;4.20;6.20;8.80;0.00
84774090;SP;;4.20;13.57;8.80;0.00
84775100;SP;;4.20;13.57;8.80;0.00
84775911;SP;;4.20;13.57;8.80;0.00
84775919;SP;;4.20;13.57;8.80;0.00
84775990;SP;;4.20;13.57;8.80;0.00
84778010;SP;;4.20;6.20;8.80;0.00
84778090;SP;;4.20;13.57;8.80;0.00
84779000;SP;;7.06;16.43;18.00;0.00
84781010;SP;;9.65;19.02;18.00;0.00
84781090;SP;;9.65;19.02;8.80;0.00
84789000;SP;;9.65;19.02;18.00;0.00
84791010;SP;;4.20;13.57;18.00;0.00
84791090;SP;;4.20;13.57;18.00;0.00
84792000;SP;;4.20;13.57;8.80;0.00
84793000;SP;;4.20;13.57;8.80;0.00
84794000;SP;;4.20;13.57;8.80;0.00
84795000;SP;;4.20;13.57;12.00;0.00
84796000;SP;;4.20;13.57;18.00;0.00
84797100;SP;;4.20;13.57;18.00;0.00
84797900;SP;;4.20;13.57;18.00;0.00
84798110;SP;;4.20;6.20;8.80;0.00
84798190;SP;;4.20;13.57;8.80;0.00
84798210;SP;;4.20;13.57;12.00;0.00
84798290;SP;;4.20;13.57;12.00;0.00
84798911;SP;;4.20;13.57;12.00;0.00
84798912;SP;;4.20;13.57;12.00;0.00
84798921;SP;;4.20;6.20;12.00;0.00
84798922;SP;;4.20;6.20;8.80;0.00
84798931;SP;;7.06;18.21;18.00;0.00
84798932;SP;;7.06;18.21;18.00;0.00
84798940;SP;;4.20;13.57;5.60;0.00
84798991;SP;;4.20;13.57;12.00;0.00
84798992;SP;;7.06;16.43;18.00;0.00
84798999;SP;;4.20;13.57;12.00;0.00
84799010;SP;;7.06;17.34;18.00;0.00
84799090;SP;;4.20;13.57;12.00;0.00
84801000;SP;;4.20;13.57;8.80;0.00
84802000;SP;;4.20;13.57;18.00;0.00
84803000;SP;;4.20;13.57;8.80;0.00
84804100;SP;;4.20;20.05;8.80;0.00
84804910;SP;;4.20;13.57;8.80;0.00
84804990;SP;;4.20;13.57;8.80;0.00
84805000;SP;;4.20;13.57;8.80;0.00
84806000;SP;;4.20;13.57;8.80;0.00
84807100;SP;;4.20;20.05;8.80;0.00
84807900;SP;;4.20;13.57;8.80;0.00
84811000;SP;;13.45;19.63;12.00;0.00
84812011;SP;;5.82;12.00;12.00;0.00
84812019;SP;;5.82;7.82;12.00;0.00
84812090;SP;;13.45;19.63;12.00;0.00
84813000;SP;;4.20;12.34;18.00;0.00
84814000;SP;;4.20;12.34;12.00;0.00
84818011;SP;;4.20;13.83;18.00;0.00
84818019;SP;;4.20;13.83;18.00;0.00
84818021;SP;;4.20;12.34;12.00;0.00
84818029;SP;;4.20;12.34;18.00;0.00
84818029;SP;01;6.58;14.72;18.00;0.00
84818031;SP;;6.12;15.75;18.00;0.00
84818039;SP;;6.12;14.26;18.00;0.00
84818091;SP;;9.56;19.19;18.00;0.00
84818092;SP;;13.45;19.63;12.00;0.00
84818093;SP;;4.20;12.34;8.80;0.00
84818094;SP;;4.20;12.34;12.00;0.00
84818095;SP;;4.20;12.34;8.80;0.00
84818096;SP;;4.20;12.34;18.00;0.00
84818097;SP;;4.20;12.34;8.80;0.00
84818099;SP;;15.83;23.97;8.80;0.00
84819010;SP;;9.56;18.46;18.00;0.00
84819010;SP;01;4.20;13.10;18.00;0.00
84819090;SP;;4.20;12.34;18.00;0.00
84821010;SP;;7.85;14.55;18.00;0.00
84821090;SP;;7.85;14.55;18.00;0.00
84822010;SP;;7.85;14.55;18.00;0.00
84822090;SP;;7.85;14.55;18.00;0.00
84823000;SP;;7.85;14.55;18.00;0.00
84824000;SP;;7.85;14.55;12.00;0.00
84825010;SP;;7.85;14.55;18.00;0.00
84825090;SP;;7.85;14.55;18.00;0.00
84828000;SP;;7.85;14.55;18.00;0.00
84829111;SP;;7.85;14.03;18.00;0.00
84829119;SP;;7.85;14.03;18.00;0.00
84829120;SP;;7.85;14.03;18.00;0.00
84829130;SP;;7.85;14.03;18.00;0.00
84829190;SP;;7.85;14.03;18.00;0.00
84829910;SP;;7.85;10.52;18.00;0.00
84829990;SP;;7.85;14.03;18.00;0.00
84831011;SP;;13.45;16.12;18.00;0.00
84831011;SP;01;13.45;16.12;18.00;0.00
84831019;SP;;13.45;20.15;18.00;0.00
84831019;SP;01;14.76;21.46;18.00;0.00
84831020;SP;;13.45;20.15;18.00;0.00
84831030;SP;;13.45;20.15;18.00;0.00
84831040;SP;;13.45;20.15;18.00;0.00
84831050;SP;;17.10;19.10;18.00;0.00
84831090;SP;;13.45;20.15;18.00;0.00
84832000;SP;;17.10;23.80;18.00;0.00
84833010;SP;;17.10;23.80;18.00;0.00
84833021;SP;;17.10;19.77;18.00;0.00
84833029;SP;;17.10;23.80;18.00;0.00
84833090;SP;;17.10;23.80;18.00;0.00
84834010;SP;;13.45;19.63;8.80;0.00
84834090;SP;;13.45;19.63;8.80;0.00
84835010;SP;;17.10;23.80;18.00;0.00
84835090;SP;;17.10;23.80;18.00;0.00
84836011;SP;;13.45;19.63;18.00;0.00
84836019;SP;;13.45;19.63;18.00;0.00
84836090;SP;;13.45;19.63;18.00;0.00
84839000;SP;;4.20;10.38;18.00;0.00
84841000;SP;;7.85;14.55;18.00;0.00
84842000;SP;;7.30;13.48;18.00;0.00
84849000;SP;;7.85;14.55;18.00;0.00
84861000;SP;;4.20;13.57;18.00;0.00
84862000;SP;;4.20;13.57;18.00;0.00
84863000;SP;;4.20;13.57;18.00;0.00
84864000;SP;;4.20;13.57;18.00;0.00
84869000;SP;;4.20;13.57;18.00;0.00
84871000;SP;;9.65;19.02;18.00;0.00
84879000;SP;;9.65;19.02;18.00;0.00
85011011;SP;;8.96;10.96;12.00;0.00
85011011;SP;01;13.29;15.29;12.00;0.00
85011019;SP;;16.55;23.75;12.00;0.00
85011021;SP;;13.29;30.54;25.00;0.00
85011029;SP;;13.29;30.54;25.00;0.00
85011030;SP;;13.29;30.54;25.00;0.00
85012000;SP;;13.29;30.54;25.00;0.00
85013110;SP;;7.30;14.50;12.00;0.00
85013120;SP;;4.20;21.45;12.00;0.00
85013210;SP;;4.20;21.45;12.00;0.00
85013220;SP;;4.20;21.45;12.00;0.00
85013310;SP;;4.20;18.48;12.00;0.00
85013320;SP;;4.20;18.48;12.00;0.00
85013411;SP;;4.20;18.48;12.00;0.00
85013419;SP;;4.20;6.20;12.00;0.00
85013420;SP;;4.20;18.48;12.00;0.00
85014011;SP;;4.20;21.45;12.00;0.00
85014019;SP;;13.29;30.54;25.00;0.00
85014021;SP;;4.20;18.48;12.00;0.00
85014029;SP;;13.29;27.57;25.00;0.00
85015110;SP;;8.96;23.24;12.00;0.00
85015110;SP;01;4.20;18.48;12.00;0.00
85015120;SP;;4.20;18.48;12.00;0.00
85015190;SP;;4.20;18.48;12.00;0.00
85015210;SP;;4.20;18.48;12.00;0.00
85015220;SP;;4.20;18.48;12.00;0.00
85015290;SP;;4.20;18.48;12.00;0.00
85015310;SP;;4.20;18.48;12.00;0.00
85015320;SP;;4.20;18.48;12.00;0.00
85015330;SP;;4.20;18.48;12.00;0.00
85015390;SP;;4.20;6.20;12.00;0.00
85016100;SP;;4.20;10.38;25.00;0.00
85016200;SP;;4.20;18.48;25.00;0.00
85016300;SP;;4.20;18.48;25.00;0.00
85016400;SP;;4.20;18.48;12.00;0.00
85021110;SP;;4.20;18.48;12.00;0.00
85021190;SP;;4.20;18.48;12.00;0.00
85021210;SP;;4.20;18.48;12.00;0.00
85021290;SP;;4.20;18.48;12.00;0.00
85021311;SP;;4.20;18.48;12.00;0.00
85021319;SP;;4.20;18.48;12.00;0.00
85021390;SP;;4.20;18.48;12.00;0.00
85022011;SP;;4.20;18.48;12.00;0.00
85022019;SP;;4.20;6.20;12.00;0.00
85022090;SP;;4.20;18.48;12.00;0.00
85023100;SP;;4.20;18.48;12.00;0.00
85023900;SP;;4.20;18.48;12.00;0.00
85024010;SP;;4.20;18.48;12.00;0.00
85024090;SP;;4.20;18.48;12.00;0.00
85030010;SP;;13.29;27.57;25.00;0.00
85030090;SP;;13.29;27.57;25.00;0.00
85030090;SP;01;4.20;18.48;25.00;0.00
85041000;SP;;6.49;15.81;12.00;0.00
85042100;SP;;4.20;12.09;12.00;0.00
85042200;SP;;4.20;12.09;12.00;0.00
85042300;SP;;4.20;12.09;12.00;0.00
85043111;SP;;8.56;17.88;25.00;0.00
85043119;SP;;8.56;17.88;12.00;0.00
85043191;SP;;6.49;8.49;25.00;0.00
85043192;SP;;12.20;21.52;25.00;0.00
85043199;SP;;8.56;17.88;12.00;0.00
85043199;SP;01;12.20;21.52;12.00;0.00
85043211;SP;;4.20;13.52;12.00;0.00
85043219;SP;;4.20;13.52;12.00;0.00
85043221;SP;;4.20;13.52;12.00;0.00
85043229;SP;;4.20;13.52;12.00;0.00
85043300;SP;;4.20;12.09;12.00;0.00
85043400;SP;;4.20;12.09;12.00;0.00
85044010;SP;;6.49;15.81;12.00;0.00
85044021;SP;;6.49;15.81;12.00;0.00
85044022;SP;;6.49;15.81;12.00;0.00
85044029;SP;;6.49;15.81;12.00;0.00
85044030;SP;;10.46;18.35;12.00;0.00
85044040;SP;;10.46;20.46;12.00;0.00
85044050;SP;;10.46;18.35;12.00;0.00
85044060;SP;;10.46;19.78;12.00;0.00
85044090;SP;;10.46;18.35;12.00;0.00
85045000;SP;;4.20;11.40;25.00;0.00
85049010;SP;;8.56;17.18;12.00;0.00
85049020;SP;;8.56;17.18;12.00;0.00
85049030;SP;;8.56;16.45;12.00;0.00
85049040;SP;;8.56;16.45;12.00;0.00
85049090;SP;;8.56;17.18;12.00;0.00
85051100;SP;;17.24;33.03;25.00;0.00
85051910;SP;;17.24;33.03;25.00;0.00
85051990;SP;;17.24;33.03;25.00;0.00
85052010;SP;;15.07;17.07;25.00;0.00
85052090;SP;;15.07;21.25;12.00;0.00
85052090;SP;01;14.76;20.94;12.00;0.00
85059010;SP;;8.96;24.75;12.00;0.00
85059080;SP;;17.24;31.52;25.00;0.00
85059090;SP;;17.24;31.52;25.00;0.00
85061010;SP;;17.24;33.03;25.00;0.00
85061020;SP;;17.24;33.03;25.00;0.00
85061030;SP;;17.24;33.03;25.00;0.00
85063010;SP;;17.24;19.24;25.00;0.00
85063090;SP;;17.24;33.03;25.00;0.00
85064010;SP;;17.24;19.24;25.00;0.00
85064090;SP;;17.24;33.03;25.00;0.00
85065010;SP;;17.24;19.24;25.00;0.00
85065090;SP;;17.24;33.03;25.00;0.00
85066010;SP;;17.24;19.24;25.00;0.00
85066090;SP;;17.24;33.03;25.00;0.00
85068010;SP;;8.64;10.64;25.00;0.00
85068090;SP;;8.64;15.34;25.00;0.00
85069000;SP;;17.24;31.52;25.00;0.00
85071010;SP;;26.49;43.74;12.00;0.00
85071090;SP;;26.49;43.74;12.00;0.00
85071090;SP;01;17.30;34.55;12.00;0.00
85072010;SP;;8.64;15.84;12.00;0.00
85072090;SP;;8.64;15.84;12.00;0.00
85073011;SP;;8.64;15.84;12.00;0.00
85073019;SP;;8.64;15.84;12.00;0.00
85073090;SP;;8.64;15.84;12.00;0.00
85074000;SP;;17.24;34.49;12.00;0.00
85075000;SP;;17.24;34.49;12.00;0.00
85076000;SP;;17.24;34.49;12.00;0.00
85078000;SP;;17.24;34.49;12.00;0.00
85079010;SP;;17.24;33.03;12.00;0.00
85079020;SP;;17.24;33.03;12.00;0.00
85079090;SP;;17.24;33.03;12.00;0.00
85081100;SP;;10.02;22.69;25.00;0.00
85081900;SP;;10.02;22.69;25.00;0.00
85086000;SP;;10.02;19.88;25.00;0.00
85087000;SP;;10.02;19.88;25.00;0.00
85094010;SP;;9.65;21.65;25.00;0.00
85094020;SP;;9.65;21.65;25.00;0.00
85094030;SP;;9.65;21.65;25.00;0.00
85094040;SP;;9.65;21.65;25.00;0.00
85094050;SP;;9.65;21.65;25.00;0.00
85094090;SP;;9.65;21.65;25.00;0.00
85098010;SP;;8.38;18.05;25.00;0.00
85098090;SP;;9.65;21.65;25.00;0.00
85099000;SP;;9.65;19.93;25.00;0.00
85101000;SP;;12.70;23.20;25.00;0.00
85102000;SP;;12.70;14.70;25.00;0.00
85103000;SP;;8.84;19.34;25.00;0.00
85109011;SP;;12.70;21.73;25.00;0.00
85109019;SP;;12.70;21.73;25.00;0.00
85109020;SP;;12.70;20.96;25.00;0.00
85109090;SP;;12.70;14.70;25.00;0.00
85111000;SP;;17.89;25.09;25.00;0.00
85112010;SP;;17.89;25.09;25.00;0.00
85112090;SP;;17.89;25.09;25.00;0.00
85113010;SP;;17.89;25.09;25.00;0.00
85113020;SP;;17.89;25.09;25.00;0.00
85114000;SP;;17.89;25.09;25.00;0.00
85114000;SP;01;14.76;21.96;25.00;0.00
85115010;SP;;17.89;25.09;25.00;0.00
85115010;SP;01;14.76;21.96;25.00;0.00
85115090;SP;;17.89;25.09;25.00;0.00
85118010;SP;;17.89;25.09;25.00;0.00
85118020;SP;;17.89;25.09;25.00;0.00
85118030;SP;;17.89;24.59;12.00;0.00
85118090;SP;;17.89;25.09;25.00;0.00
85119000;SP;;17.89;24.59;25.00;0.00
85121000;SP;;17.24;34.49;25.00;0.00
85122011;SP;;17.89;25.09;25.00;0.00
85122011;SP;01;14.76;21.96;25.00;0.00
85122019;SP;;17.89;25.09;25.00;0.00
85122021;SP;;17.89;25.09;25.00;0.00
85122021;SP;01;14.76;21.96;25.00;0.00
85122022;SP;;17.89;25.09;25.00;0.00
85122023;SP;;17.89;25.09;25.00;0.00
85122029;SP;;17.89;25.09;25.00;0.00
85123000;SP;;17.89;25.09;12.00;0.00
85124010;SP;;17.89;25.09;25.00;0.00
85124020;SP;;17.89;25.09;25.00;0.00
85129000;SP;;17.89;24.59;25.00;0.00
85131010;SP;;17.24;34.49;25.00;0.00
85131090;SP;;17.24;34.49;25.00;0.00
85139000;SP;;17.24;33.03;25.00;0.00
85141010;SP;;4.20;18.48;8.80;0.00
85141090;SP;;8.96;23.24;25.00;0.00
85142011;SP;;4.20;18.48;8.80;0.00
85142019;SP;;8.96;23.24;25.00;0.00
85142020;SP;;8.96;23.24;8.80;0.00
85142020;SP;01;4.20;18.48;8.80;0.00
85143011;SP;;4.20;18.48;8.80;0.00
85143019;SP;;8.96;23.24;25.00;0.00
85143021;SP;;4.20;18.48;8.80;0.00
85143029;SP;;8.96;23.24;25.00;0.00
85143090;SP;;4.20;18.48;8.80;0.00
85144000;SP;;4.20;18.48;12.00;0.00
85149000;SP;;8.96;23.24;8.80;0.00
85151100;SP;;8.96;23.24;12.00;0.00
85151900;SP;;4.20;18.48;12.00;0.00
85152100;SP;;4.20;18.48;8.80;0.00
85152900;SP;;4.20;18.48;25.00;0.00
85153110;SP;;4.20;6.20;8.80;0.00
85153190;SP;;4.20;18.48;8.80;0.00
85153900;SP;;4.20;18.48;8.80;0.00
85158010;SP;;4.20;6.20;8.80;0.00
85158090;SP;;4.20;18.48;8.80;0.00
85159000;SP;;4.20;18.48;25.00;0.00
85161000;SP;;11.87;21.54;25.00;0.00
85161000;SP;01;4.20;13.87;25.00;0.00
85162100;SP;;13.03;23.86;25.00;0.00
85162900;SP;;13.03;23.86;25.00;0.00
85163100;SP;;12.87;23.54;25.00;0.00
85163200;SP;;8.37;14.54;25.00;0.00
85163300;SP;;13.03;23.86;25.00;0.00
85164000;SP;;9.02;19.85;25.00;0.00
85165000;SP;;17.94;28.77;25.00;0.00
85166000;SP;;9.88;20.71;25.00;0.00
85166000;SP;01;6.72;17.55;25.00;0.00
85167100;SP;;9.88;20.71;25.00;0.00
85167200;SP;;9.88;20.71;25.00;0.00
85167910;SP;;9.88;20.71;25.00;0.00
85167920;SP;;9.88;20.71;25.00;0.00
85167990;SP;;11.11;21.94;25.00;0.00
85168010;SP;;9.02;18.33;25.00;0.00
85168090;SP;;9.02;18.33;25.00;0.00
85169000;SP;;13.29;29.08;25.00;0.00
85169000;SP;01;8.96;24.75;25.00;0.00
85171100;SP;;6.65;13.15;12.00;0.00
85171211;SP;;7.72;12.61;12.00;0.00
85171212;SP;;7.72;12.61;12.00;0.00
85171213;SP;;7.72;12.61;12.00;0.00
85171219;SP;;7.72;12.61;12.00;0.00
85171221;SP;;7.72;12.61;12.00;0.00
85171222;SP;;7.72;9.72;12.00;0.00
85171223;SP;;7.72;12.61;12.00;0.00
85171229;SP;;7.72;12.61;12.00;0.00
85171231;SP;;7.72;13.44;12.00;0.00
85171232;SP;;7.72;9.72;12.00;0.00
85171233;SP;;7.72;12.61;12.00;0.00
85171239;SP;;7.72;12.61;12.00;0.00
85171241;SP;;7.72;9.72;12.00;0.00
85171249;SP;;7.72;13.44;12.00;0.00
85171290;SP;;7.72;13.44;12.00;0.00
85171810;SP;;6.65;13.15;12.00;0.00
85171820;SP;;7.72;13.04;12.00;0.00
85171891;SP;;6.65;13.15;12.00;0.00
85171899;SP;;4.84;8.01;12.00;0.00
85176111;SP;;7.72;9.72;12.00;0.00
85176119;SP;;7.72;13.44;12.00;0.00
85176120;SP;;7.72;9.72;12.00;0.00
85176130;SP;;7.72;12.61;12.00;0.00
85176141;SP;;7.72;9.72;12.00;0.00
85176142;SP;;7.72;9.72;12.00;0.00
85176143;SP;;7.72;9.72;12.00;0.00
85176149;SP;;7.72;13.44;12.00;0.00
85176191;SP;;7.72;13.44;12.00;0.00
85176192;SP;;7.72;12.61;12.00;0.00
85176199;SP;;7.72;13.44;12.00;0.00
85176211;SP;;17.24;29.95;12.00;0.00
85176212;SP;;17.24;31.52;12.00;0.00
85176213;SP;;17.24;31.52;12.00;0.00
85176213;SP;01;4.20;18.48;12.00;0.00
85176213;SP;02;4.20;18.48;12.00;0.00
85176214;SP;;17.24;33.03;12.00;0.00
85176219;SP;;17.24;33.03;12.00;0.00
85176221;SP;;7.72;13.44;12.00;0.00
85176222;SP;;7.07;12.10;12.00;0.00
85176223;SP;;7.72;13.44;12.00;0.00
85176224;SP;;7.72;13.44;12.00;0.00
85176229;SP;;7.72;13.44;12.00;0.00
85176231;SP;;7.72;12.61;12.00;0.00
85176232;SP;;7.72;13.44;12.00;0.00
85176233;SP;;7.72;9.72;12.00;0.00
85176239;SP;;7.72;13.44;12.00;0.00
85176241;SP;;7.72;13.44;12.00;0.00
85176248;SP;;7.72;12.61;12.00;0.00
85176249;SP;;7.72;12.61;12.00;0.00
85176251;SP;;7.72;12.61;12.00;0.00
85176252;SP;;7.72;12.61;12.00;0.00
85176253;SP;;7.72;9.72;12.00;0.00
85176254;SP;;7.72;12.61;12.00;0.00
85176255;SP;;7.72;13.44;12.00;0.00
85176259;SP;;7.72;15.12;12.00;0.00
85176261;SP;;7.72;12.61;12.00;0.00
85176262;SP;;4.33;6.44;12.00;0.00
85176264;SP;;7.72;9.72;12.00;0.00
85176265;SP;;7.72;13.44;12.00;0.00
85176271;SP;;7.72;9.72;12.00;0.00
85176272;SP;;7.72;13.44;12.00;0.00
85176277;SP;;7.72;13.44;12.00;0.00
85176278;SP;;7.72;13.44;12.00;0.00
85176279;SP;;7.72;12.61;12.00;0.00
